FILE_NAME: FA001110.CSV
ROM_CODE: 7C0000004384EE41
DEVICE_NAME: DS1922L
UPLOAD_TIME: 2017-06-20T09:29:36
MAC_ADDRESS: 00:04:A3:C1:42:3F
TEMPERATURE_UNITS: Centigrade

GPSRAM_0-15: 

REGS_16-17:
RTC_Time: 2017-06-20T09:31:13
Temp_Latest: 20.641
Temp_LowAlarmThreshold: 0.000
Temp_HighAlarmThreshold: 0.000
Temp_LowAlarmEnable: FALSE
Temp_HighAlarmEnable: FALSE
Temp_LowAlarmState: FALSE
Temp_HighAlarmState: FALSE
Mission_InProgress: FALSE
Mission_RolloverEnabled: FALSE
Mission_TempLoggingFormat: 16 bit
Mission_TempLoggingEnabled: TRUE
Mission_StartOnTempAlarm: FALSE
Mission_WaitingForTempAlarm: FALSE
Mission_MemoryCleared: FALSE
Mission_StartDelay: 0 Min
Mission_TimeBetweenConversions: 600 Sec
Mission_TimeStamp: 2017-06-02T15:03:01
Mission_SamplesCounter: 2559
Mission_RolloverOccurred: No
Device_SamplesCounter: 11479
Device_OscillatorEnabled: TRUE
Device_BatteryResetAlarm: FALSE
Password_Enabled: FALSE
Password_ReadAccess_HEX: 00,00,00,00,00,00,00,00
Password_ReadAccess_ASCII: 
Password_FullAccess_HEX: 00,00,00,00,00,00,00,00
Password_FullAccess_ASCII: 

DATALOGS_128-383:
DataLog_NumSamples: 2559
DataLog_FirstSampleTime: 2017-06-02T15:03:01
DataLog_LastSampleTime: 2017-06-20T09:23:01
DataLog_SampleDuration: 17T18:20:00
DataLog_LowestTemp: 11.8
DataLog_HighestTemp: 23.7

TimeStamp,Temperature
2017-06-02T15:03:01,23.7
2017-06-02T15:13:01,13.8
2017-06-02T15:23:01,13.8
2017-06-02T15:33:01,13.8
2017-06-02T15:43:01,13.8
2017-06-02T15:53:01,13.8
2017-06-02T16:03:01,13.8
2017-06-02T16:13:01,13.8
2017-06-02T16:23:01,13.8
2017-06-02T16:33:01,13.8
2017-06-02T16:43:01,13.8
2017-06-02T16:53:01,13.8
2017-06-02T17:03:01,13.8
2017-06-02T17:13:01,13.8
2017-06-02T17:23:01,13.8
2017-06-02T17:33:01,13.7
2017-06-02T17:43:01,13.7
2017-06-02T17:53:01,13.7
2017-06-02T18:03:01,13.7
2017-06-02T18:13:01,13.7
2017-06-02T18:23:01,13.7
2017-06-02T18:33:01,13.7
2017-06-02T18:43:01,13.7
2017-06-02T18:53:01,13.6
2017-06-02T19:03:01,13.6
2017-06-02T19:13:01,13.6
2017-06-02T19:23:01,13.6
2017-06-02T19:33:01,13.6
2017-06-02T19:43:01,13.6
2017-06-02T19:53:01,13.6
2017-06-02T20:03:01,13.6
2017-06-02T20:13:01,13.6
2017-06-02T20:23:01,13.6
2017-06-02T20:33:01,13.5
2017-06-02T20:43:01,13.5
2017-06-02T20:53:01,13.5
2017-06-02T21:03:01,13.5
2017-06-02T21:13:01,13.4
2017-06-02T21:23:01,13.4
2017-06-02T21:33:01,13.4
2017-06-02T21:43:01,13.4
2017-06-02T21:53:01,13.4
2017-06-02T22:03:01,13.4
2017-06-02T22:13:01,13.4
2017-06-02T22:23:01,13.4
2017-06-02T22:33:01,13.3
2017-06-02T22:43:01,13.3
2017-06-02T22:53:01,13.3
